job_id,user_email,project_id,creation_time,start_time,end_time,job_type,statement_type,query,total_bytes_processed,total_bytes_billed,slot_ms,cache_hit,state
job_000039,user_058@company.com,project_28,2025-03-24 07:14:51,2025-03-24 07:14:51,2025-03-24 07:24:14,QUERY,SELECT,"SELECT id, created_at             FROM inventory.products             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",2124812621,2124812621,79383,FALSE,DONE
job_000040,user_065@company.com,project_20,2025-07-01 05:59:46,2025-07-01 05:59:46,2025-07-01 06:05:58,QUERY,UPDATE,UPDATE events.sessions SET updated_at = CURRENT_TIMESTAMP() WHERE updated_at IS NULL,1020452582,1020452582,25296,FALSE,FAILED
job_000041,user_087@company.com,project_06,2025-03-06 17:05:58,2025-03-06 17:05:59,2025-03-06 17:10:25,QUERY,SCRIPT,BEGIN           CREATE TEMP TABLE tmp AS SELECT * FROM inventory.products;           SELECT COUNT(*) FROM tmp;         END;,188227449,188227449,111454,FALSE,DONE
job_000042,user_087@company.com,project_06,2025-05-24 15:20:26,2025-05-24 15:20:31,2025-05-24 15:28:16,QUERY,SELECT,"SELECT id, created_at             FROM events.sessions             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",582265220,0,171120,TRUE,DONE
job_000043,user_035@company.com,project_13,2025-07-02 22:15:50,2025-07-02 22:15:51,2025-07-02 22:20:43,QUERY,SELECT,SELECT * FROM users.profile,60797913,60797913,68036,FALSE,DONE
job_000044,user_096@company.com,project_32,2025-01-25 22:03:10,2025-01-25 22:03:15,2025-01-25 22:05:36,QUERY,SELECT,"SELECT id, created_at             FROM events.sessions             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",301250431,301250431,18894,FALSE,DONE
job_000045,user_059@company.com,project_43,2025-06-01 22:35:31,2025-06-01 22:35:33,2025-06-01 22:40:49,QUERY,INSERT,INSERT INTO users.profile SELECT * FROM staging.profile,290550490,290550490,37288,FALSE,DONE
job_000046,user_003@company.com,project_26,2025-04-29 12:41:06,2025-04-29 12:41:07,2025-04-29 12:41:36,QUERY,SELECT,"SELECT id, created_at             FROM inventory.products             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",492536982,492536982,7540,FALSE,DONE
job_000047,user_093@company.com,project_11,2025-08-13 20:01:46,2025-08-13 20:01:50,2025-08-13 20:10:12,QUERY,INSERT,INSERT INTO raw_logs.logs SELECT * FROM staging.logs,102764411,102764411,138552,FALSE,DONE
job_000048,user_053@company.com,project_40,2025-10-12 09:23:06,2025-10-12 09:23:10,2025-10-12 09:30:03,QUERY,SELECT,SELECT * FROM raw_logs.logs,1622198082,1622198082,155701,FALSE,DONE
job_000049,user_035@company.com,project_36,2025-02-20 20:45:33,2025-02-20 20:45:34,2025-02-20 20:49:08,QUERY,SELECT,"SELECT id, created_at             FROM inventory.products             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",1185593090,0,43014,TRUE,DONE
job_000050,user_065@company.com,project_21,2025-08-06 06:58:40,2025-08-06 06:58:43,2025-08-06 07:05:11,QUERY,SELECT,"SELECT id, created_at             FROM sales.transactions             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",377838272,0,113684,TRUE,DONE
job_000051,user_015@company.com,project_48,2025-10-11 04:11:43,2025-10-11 04:11:45,2025-10-11 04:19:19,QUERY,SELECT,"SELECT id, created_at             FROM users.profile             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",1804876466,1804876466,73548,FALSE,DONE
job_000052,user_083@company.com,project_29,2025-01-14 10:46:31,2025-01-14 10:46:35,2025-01-14 10:49:18,QUERY,SELECT,"SELECT id, created_at             FROM analytics.daily_metrics             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",178155378,178155378,12551,FALSE,DONE
job_000053,user_057@company.com,project_46,2025-12-16 21:33:21,2025-12-16 21:33:26,2025-12-16 21:34:48,QUERY,SELECT,SELECT * FROM sales.transactions,697551216,697551216,34932,FALSE,DONE
job_000054,user_092@company.com,project_13,2025-08-05 05:43:55,2025-08-05 05:43:57,2025-08-05 05:51:30,QUERY,INSERT,INSERT INTO events.sessions SELECT * FROM staging.sessions,87030210,87030210,103284,FALSE,DONE
job_000055,user_014@company.com,project_02,2025-06-01 08:46:57,2025-06-01 08:46:57,2025-06-01 08:53:48,QUERY,SELECT,"SELECT id, created_at             FROM inventory.products             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",386904136,386904136,116313,FALSE,DONE
job_000056,user_040@company.com,project_34,2025-10-07 07:54:54,2025-10-07 07:54:57,2025-10-07 07:56:09,QUERY,SELECT,SELECT * FROM analytics.daily_metrics,3679241210,3679241210,18864,FALSE,DONE
job_000057,user_025@company.com,project_28,2025-01-21 08:12:53,2025-01-21 08:12:55,2025-01-21 08:21:24,QUERY,SELECT,"SELECT id, created_at             FROM events.sessions             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",21158353751,21158353751,115034,FALSE,DONE
job_000058,user_005@company.com,project_49,2025-08-05 11:03:07,2025-08-05 11:03:09,2025-08-05 11:03:57,QUERY,SELECT,SELECT * FROM users.profile,1235217340,0,9120,TRUE,DONE
job_000059,user_032@company.com,project_45,2025-08-28 21:39:51,2025-08-28 21:39:54,2025-08-28 21:43:00,QUERY,SELECT,SELECT * FROM events.sessions,304269665,304269665,16926,FALSE,DONE
job_000060,user_083@company.com,project_19,2025-12-25 03:24:59,2025-12-25 03:25:00,2025-12-25 03:30:36,QUERY,SELECT,SELECT * FROM sales.transactions,7937673993,7937673993,150528,FALSE,DONE
job_000061,user_047@company.com,project_50,2025-01-29 02:44:03,2025-01-29 02:44:06,2025-01-29 02:48:57,QUERY,SELECT,"SELECT id, created_at             FROM analytics.daily_metrics             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",4305358868,4305358868,43941,FALSE,FAILED
job_000062,user_084@company.com,project_40,2025-03-08 18:52:00,2025-03-08 18:52:01,2025-03-08 19:00:58,QUERY,DELETE,"DELETE FROM analytics.daily_metrics WHERE created_at < DATE_SUB(CURRENT_DATE(), INTERVAL 365 DAY)",78316338,78316338,237891,FALSE,DONE
job_000063,user_069@company.com,project_47,2025-05-10 05:27:41,2025-05-10 05:27:44,2025-05-10 05:33:36,QUERY,SCRIPT,BEGIN           CREATE TEMP TABLE tmp AS SELECT * FROM users.profile;           SELECT COUNT(*) FROM tmp;         END;,426464799,426464799,65824,FALSE,DONE
job_000064,user_018@company.com,project_13,2025-04-06 21:50:11,2025-04-06 21:50:15,2025-04-06 21:50:22,QUERY,SELECT,SELECT * FROM raw_logs.logs,118927928,0,2702,TRUE,DONE
job_000065,user_029@company.com,project_15,2025-01-29 12:21:18,2025-01-29 12:21:20,2025-01-29 12:25:05,QUERY,UPDATE,UPDATE events.sessions SET updated_at = CURRENT_TIMESTAMP() WHERE updated_at IS NULL,857090905,857090905,32400,FALSE,DONE
job_000066,user_039@company.com,project_37,2025-08-11 23:28:09,2025-08-11 23:28:12,2025-08-11 23:35:38,QUERY,INSERT,INSERT INTO inventory.products SELECT * FROM staging.products,164227626,164227626,36572,FALSE,DONE
job_000067,user_013@company.com,project_45,2025-10-21 18:01:50,2025-10-21 18:01:50,2025-10-21 18:07:34,QUERY,SELECT,"SELECT id, created_at             FROM sales.transactions             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",444872942,444872942,140008,FALSE,DONE
job_000068,user_052@company.com,project_39,2025-10-18 03:25:52,2025-10-18 03:25:56,2025-10-18 03:27:32,QUERY,SCRIPT,BEGIN           CREATE TEMP TABLE tmp AS SELECT * FROM events.sessions;           SELECT COUNT(*) FROM tmp;         END;,44741193,44741193,46368,FALSE,DONE
job_000069,user_049@company.com,project_27,2025-10-28 22:23:34,2025-10-28 22:23:39,2025-10-28 22:24:48,QUERY,UPDATE,UPDATE events.sessions SET updated_at = CURRENT_TIMESTAMP() WHERE updated_at IS NULL,630204350,630204350,19872,FALSE,DONE
job_000070,user_037@company.com,project_33,2025-08-13 19:38:39,2025-08-13 19:38:41,2025-08-13 19:44:41,QUERY,INSERT,INSERT INTO raw_logs.logs SELECT * FROM staging.logs,142280977,142280977,166320,FALSE,DONE
job_000071,user_043@company.com,project_43,2025-07-01 23:03:40,2025-07-01 23:03:42,2025-07-01 23:06:49,QUERY,SELECT,"SELECT id, created_at             FROM inventory.products             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",70240637,70240637,58531,FALSE,DONE
job_000072,user_057@company.com,project_07,2025-11-14 17:17:24,2025-11-14 17:17:25,2025-11-14 17:24:03,QUERY,SELECT,"SELECT id, created_at             FROM raw_logs.logs             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",126340405,126340405,98704,FALSE,DONE
job_000073,user_005@company.com,project_23,2025-01-12 13:12:35,2025-01-12 13:12:40,2025-01-12 13:15:08,QUERY,SELECT,"SELECT id, created_at             FROM inventory.products             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",1141858787,0,19240,TRUE,DONE
job_000074,user_090@company.com,project_43,2025-03-14 18:22:44,2025-03-14 18:22:44,2025-03-14 18:30:54,QUERY,SELECT,SELECT * FROM inventory.products,680463379,680463379,53410,FALSE,FAILED
job_000075,user_079@company.com,project_39,2025-12-08 00:29:42,2025-12-08 00:29:42,2025-12-08 00:31:08,QUERY,SELECT,"SELECT id, created_at             FROM raw_logs.logs             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",206747201,0,41624,TRUE,DONE
job_000076,user_066@company.com,project_17,2025-06-11 17:22:01,2025-06-11 17:22:05,2025-06-11 17:26:11,QUERY,INSERT,INSERT INTO events.sessions SELECT * FROM staging.sessions,79902016,79902016,115620,FALSE,DONE
job_000077,user_087@company.com,project_30,2025-04-21 16:49:10,2025-04-21 16:49:14,2025-04-21 16:52:49,QUERY,SCRIPT,BEGIN           CREATE TEMP TABLE tmp AS SELECT * FROM events.sessions;           SELECT COUNT(*) FROM tmp;         END;,229102345,229102345,24940,FALSE,FAILED
job_000078,user_019@company.com,project_49,2025-07-30 07:51:14,2025-07-30 07:51:19,2025-07-30 07:51:32,QUERY,SELECT,SELECT * FROM inventory.products,755223080,755223080,5421,FALSE,DONE
job_000079,user_017@company.com,project_30,2025-04-17 03:04:56,2025-04-17 03:04:58,2025-04-17 03:08:24,QUERY,SELECT,"SELECT id, created_at             FROM analytics.daily_metrics             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",311949482,311949482,97438,FALSE,DONE
job_000080,user_070@company.com,project_03,2025-03-09 18:41:50,2025-03-09 18:41:52,2025-03-09 18:44:19,QUERY,SELECT,"SELECT id, created_at             FROM sales.transactions             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",94801289,0,46158,TRUE,DONE
job_000081,user_040@company.com,project_30,2025-08-20 03:58:02,2025-08-20 03:58:07,2025-08-20 04:04:57,QUERY,SELECT,"SELECT id, created_at             FROM sales.transactions             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",108701173,0,77900,TRUE,DONE
job_000082,user_037@company.com,project_29,2025-03-06 23:06:15,2025-03-06 23:06:19,2025-03-06 23:14:50,QUERY,INSERT,INSERT INTO analytics.daily_metrics SELECT * FROM staging.daily_metrics,1064015897,1064015897,137459,FALSE,DONE
job_000083,user_093@company.com,project_36,2025-07-24 01:06:50,2025-07-24 01:06:55,2025-07-24 01:07:59,QUERY,SELECT,"SELECT id, created_at             FROM events.sessions             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",928439347,0,17024,TRUE,DONE
job_000084,user_003@company.com,project_42,2025-10-19 14:25:57,2025-10-19 14:26:00,2025-10-19 14:33:57,QUERY,SELECT,SELECT * FROM events.sessions,530624150,0,145008,TRUE,DONE
job_000085,user_037@company.com,project_09,2025-07-19 05:39:39,2025-07-19 05:39:44,2025-07-19 05:49:16,QUERY,SELECT,"SELECT id, created_at             FROM analytics.daily_metrics             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",260705978,260705978,101816,FALSE,DONE
job_000086,user_023@company.com,project_42,2025-04-04 09:34:45,2025-04-04 09:34:47,2025-04-04 09:41:53,QUERY,INSERT,INSERT INTO events.sessions SELECT * FROM staging.sessions,84234391,84234391,201072,FALSE,DONE
job_000087,user_080@company.com,project_18,2025-05-28 06:47:03,2025-05-28 06:47:04,2025-05-28 06:53:37,QUERY,SELECT,"SELECT id, created_at             FROM analytics.daily_metrics             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",464573970,464573970,170955,FALSE,DONE
job_000088,user_066@company.com,project_05,2025-06-26 10:33:32,2025-06-26 10:33:34,2025-06-26 10:36:05,QUERY,SELECT,"SELECT id, created_at             FROM sales.transactions             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",463804169,463804169,67648,FALSE,DONE
job_000089,user_054@company.com,project_24,2025-12-27 16:09:22,2025-12-27 16:09:22,2025-12-27 16:18:58,QUERY,SELECT,"SELECT id, created_at             FROM users.profile             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",442566003,442566003,69696,FALSE,DONE
job_000090,user_096@company.com,project_29,2025-12-11 10:41:41,2025-12-11 10:41:45,2025-12-11 10:48:29,QUERY,SELECT,"SELECT id, created_at             FROM events.sessions             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",710797777,0,186244,TRUE,DONE
job_000091,user_015@company.com,project_42,2025-06-01 14:39:42,2025-06-01 14:39:42,2025-06-01 14:49:23,QUERY,DELETE,"DELETE FROM analytics.daily_metrics WHERE created_at < DATE_SUB(CURRENT_DATE(), INTERVAL 365 DAY)",1912287720,1912287720,49966,FALSE,DONE
job_000092,user_022@company.com,project_32,2025-02-04 14:51:52,2025-02-04 14:51:53,2025-02-04 14:53:46,QUERY,SELECT,"SELECT id, created_at             FROM inventory.products             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",400532991,400532991,30284,FALSE,DONE
job_000093,user_072@company.com,project_06,2025-07-04 12:03:27,2025-07-04 12:03:27,2025-07-04 12:08:57,QUERY,SELECT,SELECT * FROM raw_logs.logs,857358027,857358027,157740,FALSE,FAILED
job_000094,user_080@company.com,project_50,2025-05-16 01:14:15,2025-05-16 01:14:18,2025-05-16 01:18:35,QUERY,INSERT,INSERT INTO raw_logs.logs SELECT * FROM staging.logs,136104425,136104425,84039,FALSE,DONE
job_000095,user_041@company.com,project_09,2025-07-30 08:06:06,2025-07-30 08:06:07,2025-07-30 08:14:21,QUERY,SELECT,SELECT * FROM sales.transactions,312231646,312231646,98306,FALSE,DONE
job_000096,user_043@company.com,project_24,2025-06-22 08:45:50,2025-06-22 08:45:55,2025-06-22 08:51:31,QUERY,INSERT,INSERT INTO events.sessions SELECT * FROM staging.sessions,1697028168,1697028168,54768,FALSE,DONE
job_000097,user_070@company.com,project_18,2025-04-23 05:30:45,2025-04-23 05:30:46,2025-04-23 05:34:28,QUERY,SELECT,"SELECT id, created_at             FROM sales.transactions             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",155220594,155220594,82806,FALSE,DONE
job_000098,user_079@company.com,project_16,2025-10-28 09:13:39,2025-10-28 09:13:40,2025-10-28 09:22:10,QUERY,SELECT,"SELECT id, created_at             FROM users.profile             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",88418093,88418093,221850,FALSE,DONE
job_000099,user_037@company.com,project_28,2025-07-08 13:54:40,2025-07-08 13:54:41,2025-07-08 13:58:51,QUERY,SELECT,"SELECT id, created_at             FROM events.sessions             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",69430928,69430928,38750,FALSE,DONE
job_000100,user_028@company.com,project_27,2025-02-16 17:46:14,2025-02-16 17:46:19,2025-02-16 17:52:33,QUERY,UPDATE,UPDATE users.profile SET updated_at = CURRENT_TIMESTAMP() WHERE updated_at IS NULL,611308890,611308890,73678,FALSE,DONE
job_000101,user_038@company.com,project_26,2025-09-20 20:07:36,2025-09-20 20:07:38,2025-09-20 20:09:50,QUERY,SELECT,SELECT * FROM events.sessions,608723011,608723011,6996,FALSE,DONE
job_000102,user_047@company.com,project_34,2025-06-03 00:52:42,2025-06-03 00:52:46,2025-06-03 01:00:12,QUERY,UPDATE,UPDATE raw_logs.logs SET updated_at = CURRENT_TIMESTAMP() WHERE updated_at IS NULL,170811749,170811749,115960,FALSE,DONE
job_000103,user_065@company.com,project_45,2025-12-25 17:01:04,2025-12-25 17:01:04,2025-12-25 17:05:53,QUERY,SELECT,SELECT * FROM events.sessions,1585287647,1585287647,45662,FALSE,DONE
job_000104,user_027@company.com,project_16,2025-07-22 12:06:52,2025-07-22 12:06:55,2025-07-22 12:12:41,QUERY,UPDATE,UPDATE sales.transactions SET updated_at = CURRENT_TIMESTAMP() WHERE updated_at IS NULL,203754810,203754810,46710,FALSE,FAILED
job_000105,user_040@company.com,project_18,2025-02-19 05:11:12,2025-02-19 05:11:14,2025-02-19 05:19:49,QUERY,SELECT,SELECT * FROM raw_logs.logs,1452242730,0,60255,TRUE,DONE
job_000106,user_059@company.com,project_08,2025-08-16 08:41:07,2025-08-16 08:41:10,2025-08-16 08:43:43,QUERY,SELECT,"SELECT id, created_at             FROM inventory.products             WHERE created_at >= DATE_SUB(CURRENT_DATE(), INTERVAL 30 DAY)",77435861,77435861,36108,FALSE,DONE
